players_used,Age,Poss,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,url
29,24.6,49.0,34,374,3060,34,35,25,60,33,2,2,64,2,37.8,36.2,25.5,61.7,603,1201,1.03,0.74,1.76,0.97,1.71,1.11,0.75,1.86,1.07,1.82,/en/squads/c539e393/2019-2020/Schalke-04-Stats
26,27.7,41.9,34,374,3060,34,38,27,65,34,4,5,71,5,41.4,37.6,28.0,65.7,387,944,1.12,0.79,1.91,1.0,1.79,1.22,0.82,2.04,1.11,1.93,/en/squads/7a41008f/2019-2020/Union-Berlin-Stats
30,26.7,48.8,34,374,3060,34,40,30,70,37,3,6,80,4,39.4,34.7,25.8,60.5,509,1309,1.18,0.88,2.06,1.09,1.97,1.16,0.76,1.92,1.02,1.78,/en/squads/62add3bf/2019-2020/Werder-Bremen-Stats
26,26.0,48.4,34,374,3060,34,48,33,81,44,4,4,71,4,52.8,49.7,37.9,87.6,620,1247,1.41,0.97,2.38,1.29,2.26,1.55,1.11,2.67,1.46,2.58,/en/squads/4eaa11d7/2019-2020/Wolfsburg-Stats
26,26.0,42.3,34,374,3060,34,23,16,39,22,1,2,52,1,32.9,31.3,23.9,55.2,358,880,0.68,0.47,1.15,0.65,1.12,0.97,0.7,1.67,0.92,1.62,/en/squads/247c4b67/2020-2021/Arminia-Stats
25,27.0,41.4,34,374,3060,34,35,23,58,33,2,5,71,4,37.3,33.4,25.9,59.3,431,987,1.03,0.68,1.71,0.97,1.65,1.1,0.76,1.86,0.98,1.74,/en/squads/0cdc4311/2020-2021/Augsburg-Stats
29,27.3,60.7,34,374,3060,34,98,75,173,89,9,10,44,3,75.9,68.1,55.2,123.3,829,2084,2.88,2.21,5.09,2.62,4.82,2.23,1.62,3.86,2.0,3.63,/en/squads/054efa67/2020-2021/Bayern-Munich-Stats
26,25.6,59.6,34,374,3060,34,74,57,131,71,3,7,44,1,66.2,60.4,51.2,111.5,763,1745,2.18,1.68,3.85,2.09,3.76,1.95,1.5,3.45,1.78,3.28,/en/squads/add600ae/2020-2021/Dortmund-Stats
25,27.2,53.7,34,374,3060,34,63,52,115,55,8,8,82,1,58.5,52.2,44.0,96.2,664,1548,1.85,1.53,3.38,1.62,3.15,1.72,1.29,3.01,1.54,2.83,/en/squads/f0ac8ee6/2020-2021/Eintracht-Frankfurt-Stats
24,26.2,47.3,34,374,3060,34,51,34,85,45,6,6,62,0,45.5,40.9,29.5,70.4,463,1170,1.5,1.0,2.5,1.32,2.32,1.34,0.87,2.21,1.2,2.07,/en/squads/a486e511/2020-2021/Freiburg-Stats
23,26.9,51.7,34,374,3060,34,63,44,107,53,10,11,61,2,54.9,46.5,37.1,83.6,613,1371,1.85,1.29,3.15,1.56,2.85,1.62,1.09,2.71,1.37,2.46,/en/squads/32f3ee20/2020-2021/Monchengladbach-Stats
32,25.4,49.6,34,374,3060,34,40,29,69,36,4,6,67,3,41.9,37.2,29.1,66.2,589,1176,1.18,0.85,2.03,1.06,1.91,1.23,0.86,2.09,1.09,1.95,/en/squads/2818f8bc/2020-2021/Hertha-BSC-Stats
30,25.7,51.2,34,374,3060,34,51,38,89,46,5,6,68,4,51.9,47.3,37.4,84.6,581,1517,1.5,1.12,2.62,1.35,2.47,1.53,1.1,2.62,1.39,2.49,/en/squads/033ea6b8/2020-2021/Hoffenheim-Stats
28,24.9,46.3,34,374,3060,34,33,23,56,29,4,6,63,1,40.5,35.9,25.5,61.5,429,1131,0.97,0.68,1.65,0.85,1.53,1.19,0.75,1.94,1.06,1.81,/en/squads/bc357bf7/2020-2021/Koln-Stats
30,25.4,59.7,34,374,3060,34,52,41,93,49,3,3,58,0,46.3,44.0,34.7,78.7,724,1522,1.53,1.21,2.74,1.44,2.65,1.36,1.02,2.38,1.29,2.32,/en/squads/c7a9f859/2020-2021/Bayer-Leverkusen-Stats
31,25.8,40.7,34,374,3060,34,39,23,62,34,5,5,63,1,49.9,46.0,34.9,80.9,442,1046,1.15,0.68,1.82,1.0,1.68,1.47,1.03,2.49,1.35,2.38,/en/squads/a224b06a/2020-2021/Mainz-05-Stats
25,25.0,59.7,34,374,3060,34,59,44,103,51,8,10,57,0,64.4,56.7,43.7,100.4,624,1719,1.74,1.29,3.03,1.5,2.79,1.89,1.28,3.18,1.67,2.95,/en/squads/acbb6a5b/2020-2021/RB-Leipzig-Stats
42,25.9,44.7,34,374,3060,34,24,20,44,24,0,3,74,2,28.7,26.3,20.6,46.9,452,943,0.71,0.59,1.29,0.71,1.29,0.84,0.61,1.45,0.77,1.38,/en/squads/c539e393/2020-2021/Schalke-04-Stats
29,24.1,51.5,34,374,3060,34,54,42,96,48,6,8,65,2,51.4,45.1,37.1,82.2,701,1467,1.59,1.24,2.82,1.41,2.65,1.51,1.09,2.6,1.33,2.42,/en/squads/598bc722/2020-2021/Stuttgart-Stats
27,27.3,44.9,34,374,3060,34,50,39,89,45,5,7,57,2,46.9,41.3,33.4,74.7,464,1059,1.47,1.15,2.62,1.32,2.47,1.38,0.98,2.36,1.22,2.2,/en/squads/7a41008f/2020-2021/Union-Berlin-Stats
27,26.3,43.9,34,374,3060,34,35,25,60,30,5,5,67,3,32.9,29.0,21.5,50.5,414,1065,1.03,0.74,1.76,0.88,1.62,0.97,0.63,1.6,0.85,1.49,/en/squads/62add3bf/2020-2021/Werder-Bremen-Stats
26,25.6,51.1,34,374,3060,34,57,48,105,55,2,3,58,3,49.0,46.9,37.7,84.5,595,1397,1.68,1.41,3.09,1.62,3.03,1.44,1.11,2.55,1.38,2.49,/en/squads/4eaa11d7/2020-2021/Wolfsburg-Stats
26,25.8,40.7,34,374,3060,34,26,18,44,24,2,2,55,2,26.3,24.7,17.2,41.9,405,887,0.76,0.53,1.29,0.71,1.24,0.77,0.51,1.28,0.73,1.23,/en/squads/247c4b67/2021-2022/Arminia-Stats
26,26.6,41.5,34,374,3060,34,39,26,65,34,5,5,74,0,36.7,32.8,23.9,56.7,441,895,1.15,0.76,1.91,1.0,1.76,1.08,0.7,1.78,0.96,1.67,/en/squads/0cdc4311/2021-2022/Augsburg-Stats
30,26.8,64.5,34,374,3060,34,92,70,162,87,5,5,36,2,89.0,85.1,66.7,151.8,833,2164,2.71,2.06,4.76,2.56,4.62,2.62,1.96,4.58,2.5,4.46,/en/squads/054efa67/2021-2022/Bayern-Munich-Stats
28,28.0,44.7,34,374,3060,34,37,22,59,33,4,6,55,2,40.6,35.9,26.7,62.6,467,926,1.09,0.65,1.74,0.97,1.62,1.19,0.78,1.98,1.06,1.84,/en/squads/b42c6323/2021-2022/Bochum-Stats
33,25.9,59.2,34,374,3060,34,81,57,138,70,11,11,63,1,64.0,55.9,45.0,100.8,670,1468,2.38,1.68,4.06,2.06,3.74,1.88,1.32,3.21,1.64,2.97,/en/squads/add600ae/2021-2022/Dortmund-Stats
27,26.2,49.6,34,374,3060,34,43,33,76,42,1,2,61,1,41.6,40.1,32.0,72.1,609,1255,1.26,0.97,2.24,1.24,2.21,1.22,0.94,2.16,1.18,2.12,/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats
26,26.5,49.0,34,374,3060,34,55,37,92,50,5,6,34,0,50.4,45.7,34.5,80.2,401,1229,1.62,1.09,2.71,1.47,2.56,1.48,1.01,2.5,1.35,2.36,/en/squads/a486e511/2021-2022/Freiburg-Stats
26,26.0,54.0,34,374,3060,34,54,38,92,49,5,7,67,1,56.2,50.6,37.8,88.4,527,1291,1.59,1.12,2.71,1.44,2.56,1.65,1.11,2.76,1.49,2.6,/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats
29,25.9,43.6,34,374,3060,34,26,15,41,21,5,5,61,0,30.0,26.2,18.8,44.9,413,976,0.76,0.44,1.21,0.62,1.06,0.88,0.55,1.43,0.77,1.32,/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats
36,26.7,43.7,34,374,3060,34,35,23,58,32,3,3,62,2,33.3,30.9,25.0,55.9,462,975,1.03,0.68,1.71,0.94,1.62,0.98,0.73,1.71,0.91,1.64,/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats
32,26.1,53.2,34,374,3060,34,55,42,97,55,0,0,75,0,58.3,58.3,46.8,105.1,588,1474,1.62,1.24,2.85,1.62,2.85,1.71,1.38,3.09,1.71,3.09,/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats
26,27.0,54.8,34,374,3060,34,52,40,92,51,1,1,68,1,50.1,49.3,38.6,87.9,550,1406,1.53,1.18,2.71,1.5,2.68,1.47,1.14,2.61,1.45,2.59,/en/squads/bc357bf7/2021-2022/Koln-Stats
29,24.4,53.7,34,374,3060,34,76,58,134,74,2,6,66,2,62.6,57.8,46.2,104.0,709,1341,2.24,1.71,3.94,2.18,3.88,1.84,1.36,3.2,1.7,3.06,/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats
28,26.2,46.5,34,374,3060,34,49,36,85,45,4,4,62,4,50.4,47.2,36.4,83.6,445,1178,1.44,1.06,2.5,1.32,2.38,1.48,1.07,2.55,1.39,2.46,/en/squads/a224b06a/2021-2022/Mainz-05-Stats
29,25.3,56.1,34,374,3060,34,72,53,125,64,8,9,49,0,64.5,58.4,49.2,107.6,542,1467,2.12,1.56,3.68,1.88,3.44,1.9,1.45,3.34,1.72,3.16,/en/squads/acbb6a5b/2021-2022/RB-Leipzig-Stats
34,24.0,50.7,34,374,3060,34,40,31,71,39,1,3,64,2,43.7,41.4,33.1,74.5,571,1269,1.18,0.91,2.09,1.15,2.06,1.29,0.97,2.26,1.22,2.19,/en/squads/598bc722/2021-2022/Stuttgart-Stats
28,28.3,43.7,34,374,3060,34,50,33,83,45,5,5,62,1,47.0,43.3,31.5,74.8,429,1123,1.47,0.97,2.44,1.32,2.29,1.38,0.93,2.31,1.27,2.2,/en/squads/7a41008f/2021-2022/Union-Berlin-Stats
30,26.0,50.5,34,374,3060,34,42,25,67,39,3,4,61,3,47.7,44.9,33.8,78.7,502,1220,1.24,0.74,1.97,1.15,1.88,1.4,1.0,2.4,1.32,2.31,/en/squads/4eaa11d7/2021-2022/Wolfsburg-Stats
30,27.2,57.2,38,418,3420,38,96,68,164,89,7,10,80,2,83.5,75.6,58.9,134.5,978,1867,2.53,1.79,4.32,2.34,4.13,2.2,1.55,3.75,1.99,3.54,/en/squads/922493f3/2019-2020/Atalanta-Stats
31,27.2,52.6,38,418,3420,38,48,31,79,43,5,6,109,7,56.9,52.2,41.3,93.5,799,1672,1.26,0.82,2.08,1.13,1.95,1.5,1.09,2.58,1.37,2.46,/en/squads/1d8099f8/2019-2020/Bologna-Stats
32,25.6,40.6,38,418,3420,38,34,22,56,30,4,4,95,6,43.4,40.2,28.8,69.0,537,1241,0.89,0.58,1.47,0.79,1.37,1.14,0.76,1.9,1.06,1.82,/en/squads/4ef57aeb/2019-2020/Brescia-Stats
33,27.4,45.7,38,418,3420,38,50,34,84,46,4,6,108,6,41.8,37.1,32.0,69.0,662,1288,1.32,0.89,2.21,1.21,2.11,1.1,0.84,1.94,0.98,1.82,/en/squads/c4260e09/2019-2020/Cagliari-Stats
33,25.1,47.4,38,418,3420,38,48,30,78,39,9,11,105,5,53.6,45.4,34.5,79.8,857,1446,1.26,0.79,2.05,1.03,1.82,1.41,0.91,2.32,1.19,2.1,/en/squads/421387cf/2019-2020/Fiorentina-Stats
34,26.8,49.5,38,418,3420,38,46,28,74,35,11,16,107,10,48.7,36.2,27.6,63.7,583,1280,1.21,0.74,1.95,0.92,1.66,1.28,0.73,2.01,0.95,1.68,/en/squads/658bf2de/2019-2020/Genoa-Stats
30,26.1,49.8,38,418,3420,38,45,27,72,37,8,9,87,7,50.5,43.6,34.5,78.1,728,1575,1.18,0.71,1.89,0.97,1.68,1.33,0.91,2.24,1.15,2.06,/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats
29,27.7,54.2,38,418,3420,38,80,57,137,70,10,11,104,6,69.4,60.8,44.0,104.7,797,1820,2.11,1.5,3.61,1.84,3.34,1.83,1.16,2.98,1.6,2.76,/en/squads/d609edc0/2019-2020/Internazionale-Stats
30,28.6,58.1,38,418,3420,38,73,47,120,60,13,14,87,3,71.1,60.1,45.5,105.6,879,1746,1.92,1.24,3.16,1.58,2.82,1.87,1.2,3.07,1.58,2.78,/en/squads/e0652b02/2019-2020/Juventus-Stats
27,27.9,50.4,38,418,3420,38,77,45,122,62,15,18,99,2,68.0,53.9,42.5,96.4,935,1668,2.03,1.18,3.21,1.63,2.82,1.79,1.12,2.91,1.42,2.54,/en/squads/7213da33/2019-2020/Lazio-Stats
30,28.7,44.8,38,418,3420,38,52,30,82,41,11,15,98,5,54.7,43.5,32.6,76.1,752,1356,1.37,0.79,2.16,1.08,1.87,1.44,0.86,2.3,1.15,2.0,/en/squads/ffcbe334/2019-2020/Lecce-Stats
32,24.6,54.9,38,418,3420,38,60,38,98,52,8,9,97,6,62.8,56.0,46.0,101.9,816,1717,1.58,1.0,2.58,1.37,2.37,1.65,1.21,2.86,1.47,2.68,/en/squads/dc56fe14/2019-2020/Milan-Stats
25,26.9,59.2,38,418,3420,38,60,45,105,55,5,5,73,2,61.7,57.8,46.8,104.6,979,2024,1.58,1.18,2.76,1.45,2.63,1.62,1.23,2.85,1.52,2.75,/en/squads/d48ad4ff/2019-2020/Napoli-Stats
25,28.8,43.8,38,418,3420,38,53,38,91,49,4,6,81,1,48.4,43.7,33.9,77.6,673,1227,1.39,1.0,2.39,1.29,2.29,1.27,0.89,2.17,1.15,2.04,/en/squads/eab4234c/2019-2020/Parma-Stats
31,26.9,52.7,38,418,3420,38,73,47,120,61,12,14,111,7,73.2,62.8,48.6,111.3,944,1651,1.92,1.24,3.16,1.61,2.84,1.93,1.28,3.21,1.65,2.93,/en/squads/cf74a709/2019-2020/Roma-Stats
34,27.5,46.9,38,418,3420,38,27,17,44,22,5,7,98,4,40.7,35.2,26.5,61.7,696,1236,0.71,0.45,1.16,0.58,1.03,1.07,0.7,1.77,0.93,1.62,/en/squads/1d2fe027/2019-2020/SPAL-Stats
31,26.0,42.7,38,418,3420,38,48,25,73,39,9,12,111,7,50.2,40.8,30.8,71.6,613,1369,1.26,0.66,1.92,1.03,1.68,1.32,0.81,2.13,1.07,1.89,/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats
31,26.4,57.5,38,418,3420,38,69,49,118,64,5,6,99,3,52.9,48.2,39.2,87.4,902,1590,1.82,1.29,3.11,1.68,2.97,1.39,1.03,2.42,1.27,2.3,/en/squads/e2befd26/2019-2020/Sassuolo-Stats
27,27.3,47.4,38,418,3420,38,44,29,73,37,7,8,96,7,44.8,39.4,30.3,69.6,843,1220,1.16,0.76,1.92,0.97,1.74,1.18,0.8,1.98,1.04,1.83,/en/squads/105360fe/2019-2020/Torino-Stats
25,26.5,44.7,38,418,3420,38,37,26,63,37,0,0,77,3,41.6,41.6,33.5,75.2,709,1274,0.97,0.68,1.66,0.97,1.66,1.1,0.88,1.98,1.1,1.98,/en/squads/04eea015/2019-2020/Udinese-Stats
30,27.3,54.6,38,418,3420,38,90,65,155,84,6,7,67,3,74.7,69.3,55.5,124.7,874,2077,2.37,1.71,4.08,2.21,3.92,1.97,1.46,3.43,1.82,3.28,/en/squads/922493f3/2020-2021/Atalanta-Stats
29,28.7,42.6,38,418,3420,38,40,26,66,35,5,7,95,5,40.6,35.0,27.6,62.6,512,1096,1.05,0.68,1.74,0.92,1.61,1.07,0.73,1.79,0.92,1.65,/en/squads/4fcb34fd/2020-2021/Benevento-Stats
37,27.2,50.8,38,418,3420,38,49,38,87,46,3,4,82,4,54.6,51.1,39.0,90.1,706,1516,1.29,1.0,2.29,1.21,2.21,1.44,1.03,2.47,1.34,2.37,/en/squads/1d8099f8/2020-2021/Bologna-Stats
32,26.5,44.8,38,418,3420,38,43,30,73,39,4,5,77,3,47.1,43.4,34.0,77.5,589,1228,1.13,0.79,1.92,1.03,1.82,1.24,0.9,2.14,1.14,2.04,/en/squads/c4260e09/2020-2021/Cagliari-Stats
31,27.8,46.3,38,418,3420,38,44,27,71,35,9,9,89,4,40.4,33.4,23.9,57.2,582,1217,1.16,0.71,1.87,0.92,1.63,1.06,0.63,1.69,0.88,1.51,/en/squads/3074d7b1/2020-2021/Crotone-Stats
30,26.6,46.3,38,418,3420,38,44,31,75,38,6,6,86,5,44.9,40.2,31.6,71.8,637,1353,1.16,0.82,1.97,1.0,1.82,1.18,0.83,2.01,1.06,1.89,/en/squads/421387cf/2020-2021/Fiorentina-Stats
34,28.3,44.8,38,418,3420,38,46,32,78,42,4,4,87,2,38.8,35.6,26.4,62.0,523,1165,1.21,0.84,2.05,1.11,1.95,1.02,0.69,1.72,0.94,1.63,/en/squads/658bf2de/2020-2021/Genoa-Stats
32,26.2,49.8,38,418,3420,38,38,30,68,35,3,3,91,1,45.3,43.0,33.5,76.5,599,1490,1.0,0.79,1.79,0.92,1.71,1.19,0.88,2.08,1.13,2.01,/en/squads/0e72edf2/2020-2021/Hellas-Verona-Stats
25,27.7,52.5,38,418,3420,38,84,62,146,76,8,9,61,2,74.2,67.2,52.5,119.8,766,1707,2.21,1.63,3.84,2.0,3.63,1.95,1.38,3.34,1.77,3.15,/en/squads/d609edc0/2020-2021/Internazionale-Stats
30,27.7,56.9,38,418,3420,38,76,59,135,68,8,10,80,6,74.4,67.0,55.1,122.1,949,1768,2.0,1.55,3.55,1.79,3.34,1.96,1.45,3.41,1.76,3.21,/en/squads/e0652b02/2020-2021/Juventus-Stats
30,29.4,53.0,38,418,3420,38,59,40,99,53,6,10,107,5,58.2,50.7,39.6,90.2,785,1688,1.55,1.05,2.61,1.39,2.45,1.53,1.04,2.57,1.33,2.37,/en/squads/7213da33/2020-2021/Lazio-Stats
29,24.4,51.7,38,418,3420,38,72,47,119,57,15,20,83,4,70.7,56.0,43.9,99.8,784,1483,1.89,1.24,3.13,1.5,2.74,1.86,1.15,3.02,1.47,2.63,/en/squads/dc56fe14/2020-2021/Milan-Stats
25,27.1,55.1,38,418,3420,38,83,56,139,76,7,8,76,3,67.7,61.4,46.9,108.3,884,1703,2.18,1.47,3.66,2.0,3.47,1.78,1.23,3.02,1.62,2.85,/en/squads/d48ad4ff/2020-2021/Napoli-Stats
42,28.0,47.8,38,418,3420,38,39,26,65,34,5,5,91,1,42.5,38.6,30.5,69.0,607,1319,1.03,0.68,1.71,0.89,1.58,1.12,0.8,1.92,1.01,1.82,/en/squads/eab4234c/2020-2021/Parma-Stats
31,26.7,52.2,38,418,3420,38,67,51,118,60,7,8,91,3,65.3,59.0,48.2,107.2,863,1583,1.76,1.34,3.11,1.58,2.92,1.72,1.27,2.98,1.55,2.82,/en/squads/cf74a709/2020-2021/Roma-Stats
27,27.9,45.2,38,418,3420,38,52,37,89,47,5,6,83,3,45.4,41.1,31.9,73.0,588,1370,1.37,0.97,2.34,1.24,2.21,1.2,0.84,2.04,1.08,1.92,/en/squads/8ff9e3b3/2020-2021/Sampdoria-Stats
28,26.5,60.3,38,418,3420,38,61,36,97,48,13,14,79,4,58.4,47.7,34.0,81.8,770,1746,1.61,0.95,2.55,1.26,2.21,1.54,0.9,2.43,1.26,2.15,/en/squads/e2befd26/2020-2021/Sassuolo-Stats
35,25.2,51.9,38,418,3420,38,52,37,89,48,4,5,100,5,46.6,42.7,31.1,73.8,627,1388,1.37,0.97,2.34,1.26,2.24,1.23,0.82,2.05,1.12,1.94,/en/squads/68449f6d/2020-2021/Spezia-Stats
29,26.9,47.3,38,418,3420,38,49,28,77,44,5,6,78,4,50.0,45.3,32.2,77.5,617,1138,1.29,0.74,2.03,1.16,1.89,1.32,0.85,2.16,1.19,2.04,/en/squads/105360fe/2020-2021/Torino-Stats
33,27.2,46.3,38,418,3420,38,40,30,70,36,4,4,65,2,45.7,42.9,30.0,72.9,672,1405,1.05,0.79,1.84,0.95,1.74,1.2,0.79,1.99,1.13,1.92,/en/squads/04eea015/2020-2021/Udinese-Stats
32,27.5,55.0,38,418,3420,38,62,48,110,57,5,6,87,2,62.4,58.1,48.5,106.6,796,1858,1.63,1.26,2.89,1.5,2.76,1.64,1.28,2.92,1.53,2.81,/en/squads/922493f3/2021-2022/Atalanta-Stats
36,26.6,50.6,38,418,3420,38,43,34,77,39,4,5,92,7,44.9,41.0,33.6,74.6,540,1276,1.13,0.89,2.03,1.03,1.92,1.18,0.88,2.06,1.08,1.96,/en/squads/1d8099f8/2021-2022/Bologna-Stats
33,26.5,44.5,38,418,3420,38,34,26,60,31,3,4,96,5,39.0,36.4,29.6,66.0,474,1088,0.89,0.68,1.58,0.82,1.5,1.03,0.78,1.81,0.96,1.74,/en/squads/c4260e09/2021-2022/Cagliari-Stats
28,24.5,47.4,38,418,3420,38,47,27,74,40,7,7,87,5,44.9,39.3,28.9,68.3,658,1477,1.24,0.71,1.95,1.05,1.76,1.18,0.76,1.94,1.04,1.8,/en/squads/a3d88bd8/2021-2022/Empoli-Stats
28,26.4,57.7,38,418,3420,38,59,33,92,50,9,12,89,8,60.0,50.8,39.2,90.1,755,1584,1.55,0.87,2.42,1.32,2.18,1.58,1.03,2.61,1.34,2.37,/en/squads/421387cf/2021-2022/Fiorentina-Stats
40,27.0,43.9,38,418,3420,38,26,19,45,20,6,7,92,3,37.2,31.8,26.3,58.1,517,1101,0.68,0.5,1.18,0.53,1.03,0.98,0.69,1.67,0.84,1.53,/en/squads/658bf2de/2021-2022/Genoa-Stats
31,26.8,50.6,38,418,3420,38,63,44,107,56,7,8,100,7,50.4,44.2,34.1,78.4,677,1587,1.66,1.16,2.82,1.47,2.63,1.33,0.9,2.23,1.16,2.06,/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats
27,28.9,56.5,38,418,3420,38,83,57,140,76,7,11,71,0,81.6,73.6,57.3,130.9,782,1778,2.18,1.5,3.68,2.0,3.5,2.15,1.51,3.66,1.94,3.45,/en/squads/d609edc0/2021-2022/Internazionale-Stats
32,27.4,51.5,38,418,3420,38,56,37,93,51,5,6,77,2,51.4,46.7,36.3,83.0,701,1464,1.47,0.97,2.45,1.34,2.32,1.35,0.96,2.31,1.23,2.18,/en/squads/e0652b02/2021-2022/Juventus-Stats
27,29.0,55.4,38,418,3420,38,74,48,122,67,7,9,88,5,55.3,48.2,38.8,87.0,788,1527,1.95,1.26,3.21,1.76,3.03,1.46,1.02,2.48,1.27,2.29,/en/squads/7213da33/2021-2022/Lazio-Stats
28,25.6,54.0,38,418,3420,38,66,39,105,61,5,8,76,3,59.7,54.1,42.8,96.9,806,1486,1.74,1.03,2.76,1.61,2.63,1.57,1.13,2.7,1.42,2.55,/en/squads/dc56fe14/2021-2022/Milan-Stats
27,27.9,58.3,38,418,3420,38,74,46,120,64,10,14,63,2,57.8,46.6,37.1,83.7,827,1665,1.95,1.21,3.16,1.68,2.89,1.52,0.98,2.5,1.23,2.2,/en/squads/d48ad4ff/2021-2022/Napoli-Stats
29,26.4,51.4,38,418,3420,38,58,31,89,51,7,9,111,8,65.1,58.1,46.3,104.4,733,1587,1.53,0.82,2.34,1.34,2.16,1.71,1.22,2.93,1.53,2.75,/en/squads/cf74a709/2021-2022/Roma-Stats
42,27.7,41.2,38,418,3420,38,32,19,51,28,4,5,94,5,36.5,32.9,24.8,57.7,528,1031,0.84,0.5,1.34,0.74,1.24,0.96,0.65,1.61,0.87,1.52,/en/squads/c5577084/2021-2022/Salernitana-Stats
34,29.0,46.1,38,418,3420,38,42,29,71,40,2,4,94,4,36.7,33.4,26.2,59.6,467,1187,1.11,0.76,1.87,1.05,1.82,0.97,0.69,1.66,0.88,1.57,/en/squads/8ff9e3b3/2021-2022/Sampdoria-Stats
29,26.1,54.9,38,418,3420,38,60,39,99,53,7,7,92,4,55.7,50.2,39.0,89.2,815,1507,1.58,1.03,2.61,1.39,2.42,1.46,1.03,2.49,1.32,2.35,/en/squads/e2befd26/2021-2022/Sassuolo-Stats
30,24.4,42.7,38,418,3420,38,38,25,63,35,3,5,88,4,40.1,36.2,27.9,64.1,511,999,1.0,0.66,1.66,0.92,1.58,1.05,0.73,1.79,0.95,1.69,/en/squads/68449f6d/2021-2022/Spezia-Stats
31,25.2,53.3,38,418,3420,38,43,27,70,37,6,6,89,3,48.7,44.1,36.3,80.4,628,1320,1.13,0.71,1.84,0.97,1.68,1.28,0.96,2.24,1.16,2.12,/en/squads/105360fe/2021-2022/Torino-Stats
29,26.2,42.7,38,418,3420,38,58,36,94,55,3,4,95,6,51.3,48.2,36.6,84.8,669,1226,1.53,0.95,2.47,1.45,2.39,1.35,0.96,2.31,1.27,2.23,/en/squads/04eea015/2021-2022/Udinese-Stats
39,26.1,42.3,38,418,3420,38,34,23,57,31,3,5,110,9,36.5,32.4,26.4,58.8,540,1088,0.89,0.61,1.5,0.82,1.42,0.96,0.69,1.66,0.85,1.55,/en/squads/af5d5982/2021-2022/Venezia-Stats
